name,price,location,link,Description,Property Address,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Estate Name,Property Size,Subtype,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Housing Quality,Smoking,Parties
Furnished 5bdrm Duplex in Ikota for Rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/furnished-5bdrm-duplex-in-ikota-for-rent-zejICiSaDxqDhx0aW1tjSXHf.html?page=21&pos=2&cur_pos=2&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=429,"Lamash rent 
 fastest finger 
5bedroom fully detached duplex for rent 
amenities: 
- [ ] 5bedroom 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] jacuzzi
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor 
- [ ] bq 
location: ikota lekki 
price: per annum 
agency : percent 
legal : percent 
caution : percent",LAMASH RENT    FASTEST FINGER   5BEDROOM FULLY DETACHED DUP,Newly-Built,Furnished,Duplex,5 bedrooms,5 bathrooms,Ikota,"300
     
      sqm",,5,"Lamash rent 


fastest finger 

5bedroom fully detached duplex for rent 
amenities: 
- [ ] 5bedroom 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] jacuzzi
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor 
- [ ] bq 

location: ikota lekki 
📌price: 5.5m per annum 
agency : 10 percent 
legal : 10 percent 
caution : 5 percent",275000,275000,137500,,,,,,,,,,
4bdrm Apartment in Banana Island for rent, 60000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/4bdrm-apartment-in-banana-island-for-rent-AVQWw6JUMdsIn8RgYy04fNo.html?page=21&pos=5&cur_pos=5&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=432,"*for rent*
* water front 4 bed apartment banana island*
features 
- air condition in all rooms 
- elevator 
- all rooms ensuit 
- spacious rooms 
- maids room
- spacious living room 
- cctv
- fully fitted kitchen 
- lovely serenity 
- quiet neighbourhood 
- balcony 
- 24hr power 
- 24hrs security 
- state of the art swimming pool (water view) 
- sit out lounge with a stunning water view
- spa with standard equipments 
- fully equiped gym with international standard

location: banana island, ikoyi",Banana Island Ikoyi,Newly-Built,Semi-Furnished,Apartment,4 bedrooms,4 bathrooms,,"900
     
      sqm",,,,,,,,,,,,,,,,
Furnished 3bdrm Duplex in Milverton Roads for rent, 30000000,"Ikoyi, Bourdillon",https://jiji.ng/bourdillon/houses-apartments-for-rent/furnished-3bdrm-duplex-in-milverton-roads-for-rent-nnWMfzZ01yWsRleVeIHV35ed.html?page=21&pos=8&cur_pos=8&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=435,"Luxuriously furnished 3 bedroom terrace with boxes quarter& an office 
location: milverton road, off bourdillon, ikoyi. 
rent: 30m/annum
service charge: 2.3m
power deposit: 1milion 
agency: 5%
legal: 10%
features; 
luxurious furnishing
fitted dinning area
laundry room
personal office 
family lounge
guest toilet
upper living area
spacious rooms
serene environment
well ventilated
walk-in closet.
balcony view
clean water
kitchen features;
fully fitted kitchen
microwave/oven
heat extractor 
kitchen pantry
double door refrigerator 
kitchen utensils",Ikoyi bourdillon roads  service Apartment,Newly-Built,Furnished,Duplex,3 bedrooms,3 bathrooms,Milverton roads bourdillon services Apartment,"1000
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London, Lekki for Rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-lekki-for-rent-55A6Vw4KIWprXPzaBJFQDK7b.html?page=21&pos=11&cur_pos=11&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=438,"4 BEDROOM DETACHED DUPLEX FOR RENT ! 
Location:Osapa , Lagos
Other Charges : 
Agency 
Legal 
Caution
Total Package: 
Features
- Secure Estate 
- All Rooms Ensuite 
- Fully Fitted Kitchen
- Stamp Concrete Floor
- 1 BQ
- POP Ceiling
- Water Heater 
- Carport
- Walk-in Shower
- Self Serviced 
• 
•","Osapa London, Lekki",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,Osapa London,"450
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Townhouse / Terrace in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-lekki-for-rent-xoS5nK62tewbj2CNkfIbo0ft.html?page=21&pos=14&cur_pos=14&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=441,"To Let 
3 Bedroom apartment (2nd floor)
Location - Ikate - Lekki , Lagos
Rent - N6.5million per annum (suitable for Shortlet)
Service charge - N1,200,000
Caution - 10%
Agency - 10%
Legal - 10%
Features
- New
- Fully serviced
- All rooms en-suite
-24 hours electricity
-24hours security
-swimming pool
-walk-in shower
-fitted open plan kitchen
-Adequate parking space",Ikate Lekki,Newly-Built,Unfurnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,,"1200
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Nicon Town, Lekki for Rent", 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-nicon-town-lekki-for-rent-bbp545W2CVWC11w3d6FXnBPu.html?page=21&pos=17&cur_pos=17&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=444,"* FOR LEASE* 
Description: Furnished four bedroom fully detached duplex in nicon Town, Lekki 
Rent 15M per year. (2years rent required )
Agency fee 10%
Legal fee 10%
Caution fee 1M",Nicon town,Fairly Used,Furnished,Duplex,4 bedrooms,5 bathrooms,Nicon town,"1000
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-for-rent-3YH21E1UuMwCI0Bc9ie8pqST.html?page=21&pos=20&cur_pos=20&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=447,"4 bedroom semi detached duplex with a BQ 
Location - Chevron
Rent - 5m
Agency 10%
Legal 10%
Caution 300k
Estate security levy 180k per annumehcu",chevron,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,"655
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Victoria Island for rent, 25000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/4bdrm-duplex-in-victoria-island-for-rent-5YwPnrdp9ZYtRlkkbdPajz17.html?page=22&pos=3&cur_pos=3&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=450,"CORPORATE LEASE
12 UNITS OF 4BEDROOM TERRACE DUPLEX FOR RENT
Location: Victoria island, Lagos.
Amenities 
Modern fittings
room en-suite
Parking Lot 
Swimming pool
Gym house
A Room Bq
Fully serviced Apartment 
Fitted Kitchen 
 Secured Estate
Service Charge: yet to decide
Agency - 10% 
Legal - 10%
cautions fee - 10%
They need a corporate client to take all 12units at once",oniru,Renovated,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"30
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikota Estate, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-estate-lekki-for-rent-fiEqaTci3IqN55BKzPEYV3O5.html?page=22&pos=7&cur_pos=7&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=454,"TO LET || 4 bed || Ikota 
4 bedroom semi detached duplex
Agency 10%
Legal 10%
Self serviced
Features:
Private compound
Secured estate
Bq
Newly built
Private compound
Lord",Ikota,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,Ikota estate,"200
     
      sqm",,,,600000,600000,600000,1800000,,,,,,,,,
4bdrm Duplex in Salem Ikate Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-salem-ikate-lekki-for-rent-qhhnKMKfViyyhXDD84g3XJzZ.html?page=22&pos=10&cur_pos=10&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=457,"*another unit, just out to let*
self serviced 4bedrooms semi detached duplex + bq.
in a secured estate at salem,ikate, lekki, lagos
rent: 6m per annum 
agency: 10%
legal: 10%
caution: 5%",Salem Ikate Lekki Lagos,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,Salem Ikate Lekki Lagos,"600
     
      sqm",,,,,,,,,,,,,,,,
"3bdrm Block of Flats in Adeniyi Jones, Ikeja for rent", 2500000,Ikeja,https://jiji.ng/ikeja/houses-apartments-for-rent/3bdrm-block-of-flats-in-adeniyi-jones-ikeja-for-rent-u3Tjjrfa6h0M1z5mVleOtwQV.html?page=22&pos=13&cur_pos=13&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=460,Lovely 3bedroom for rent in Adeniyi Jones in an estate,Adeniyi Jones,Newly-Built,Semi-Furnished,Block of Flats,3 bedrooms,4 bathrooms,Adeniyi Jones,"200
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Agungi for Rent, 170000000,"Lekki, Agungi",https://jiji.ng/agungi/houses-apartments-for-rent/furnished-4bdrm-duplex-in-agungi-for-rent-BMyvjLDhfaYd5x01rqhFOgOl.html?page=22&pos=16&cur_pos=16&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=463,"For sale
5 bedroom fully detached duplex with and a bq
price:
location-agungi
features:
new
very secured estate
good drainage system
good road
jacuzzi
walk-in-shower
car port
highly secured estate
water treatment
led lightning
family lounge
master bedroom
pop ceiling
1bq
all rooms ensuite
fitted kitchen
water heater
for more information and inspection please call or whatsapp.",Location-AGUNGI,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,"10
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-zv2UKpuOj5bmBldNW8gNzGuK.html?page=22&pos=19&cur_pos=19&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=466,"*6m per annum Fully Detached Lekki Luxurious Duplex*
4 bedroom fully detached duplex with BQ for Rent!!
.
 
.
Location: Orchid, Lagos
.
Features:
•Brand new 
•Clean water 
•Secured estate
•Good Compound space
•Serenity
•Water Heaters
•Pop Ceiling
•Microwave 
•Oven
•Heat extractor
•24 hours power supply
Rent: 6m per annum
Legal: 600,000
Agency: 600,000
Caution: 600,000
*Contact",Orchid,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikota, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-A397e79RmGJ0uc9frKvJ2M9x.html?page=23&pos=2&cur_pos=2&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=469,"Dolyn 4 bedroom semidetached duplex for rent
location: ikota lekki 
rent 6m
agency 10%
legal 10%
refundable caution 10%","Ikota, lekki",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,"Ikota, Lekki","500
     
      sqm",,,,,,,,,,,,,,,,
Furnished 3bdrm Apartment in Banana Island for rent, 30000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/furnished-3bdrm-apartment-in-banana-island-for-rent-q0w68kOSgPwuMzHUZO9Pmnbj.html?page=23&pos=6&cur_pos=6&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=473,Lovely Furnished and fully serviced 3bedroom Apartment in a secured Estate.,"Ikoyi, Lagos State",Fairly Used,Furnished,Apartment,3 bedrooms,3 bathrooms,Banana Island,"600
     
      sqm",,3000000,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-7SrA7d9oGr9jx9an2eTN4rs0.html?page=23&pos=8&cur_pos=8&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=475,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex
Location- Victoria Island, Lagos 
Rent -N10million per annum
Service Charge -N1,500,000 (Diesel Inclusive)
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 24hrs Electricity
‐ [x] Swimming Pool
- [x] Tennis Court
- [x] Basketball Court
- [x] Bq
- [x] Balcony
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Victoria Island,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Abacha Estate, Ikoyi for Rent", 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-abacha-estate-ikoyi-for-rent-mg6NQzFW6d2zOa4QDjh02ZVF.html?page=23&pos=11&cur_pos=11&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=478,"*semi-direct brief* 
*5bedroom semi-detached duplex at abacha estate, ikoyi*
*property description*
an exquiste and well maintained 5bedroom semi-detached duplex house all ensuite with fitted kitchen and ample car park with sound proof generator for tenant's use and a gate house.
*rent - n15m*
service charge - n2.5m (generator maintenance, water treatment t & phcn)
*tenant purchase diesel*
agency - 10%
legal - 10%
caution - n500k","Abacha Estate, ikoyi",Fairly Used,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,Abacha Estate,"450
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-k8GgcMSnXdhnPSew7OerF4YB.html?page=23&pos=14&cur_pos=14&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=481,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex
Location- Agungi, Lekki
Rent -per annum
Service Charge -monthly (pay as you go) 
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] 24hrs Electricity
- [x] Swimming Pool
- [x] Water Heater
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Agungi,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Lekki Phase 1 for Rent, 12000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-phase-1-for-rent-p2LUugmOuQFLZ2yOCfIK8tbv.html?page=23&pos=17&cur_pos=17&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=484,"5 bedroom semi detached duplex for rent ! ( back house )
location: lekki phase 1, lagos
price: 12m per annum
other charges : 
agency 10%
legal 10%
caution: 500k
total package: 14,900,000
 features
- 24 hours security
- fully fitted kitchen 
- all rooms ensuite
- stamped concrete floor
- 1 bq
- pop ceiling
- water heater 
- walk-in shower 
- self serviced 
• 
•",Lekki phase 1,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-6aWwZ8tt50nE70MbRFtixGjH.html?page=24&pos=1&cur_pos=1&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=488,"New Luxury 4 bed terrace duplex for rent in Lekki phase 1
Features:
Fully Serviced
All room ensuite
Well finished
Fitted Kitchen
Treated Water
Paved Compound 
24Hrs Electricity Supply
24hrs Uniformed Security 
Water Heater
Marble Tiles 
Gated estate .
 Rent 10m 
Sevice Charge: 2.5m",off Pinnacle Filling station,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,Lekki phase 1,"200
     
      sqm",,,,,,,,,,,,,,,,
3 Bedroom Luxury Apartment With Bq At Ikoyi Rent, 9000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3-bedroom-luxury-apartment-with-bq-at-ikoyi-rent-mdUktlkHFyVypJ3PMmXQPefr.html?page=24&pos=4&cur_pos=4&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=491,"For Rent 3 Bedroom luxury apartment with Bq stylish and tastefully finished offering an exquisite, spacious and bright interior combining beautiful period features with stunning contemporary, Fitted Modern Separate Kitchen,GYM, HOT TUB, POOL, SQUASH COURT, TENNIS COURT,located at Mosley road Ikoyi. Rent: 9 Million Naira",,,,Apartment,3 bedrooms,3 bathrooms,,"300
     
      sqm",,,,,,,,,No,3,Yes,No,No,,,
"2bdrm Block of Flats in Lekki Schem 2, Ajah for rent", 2300000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-block-of-flats-in-lekki-schem-2-ajah-for-rent-wgjFajc200IOMWiY30ewqGq0.html?page=24&pos=6&cur_pos=6&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=493,2 bedroom flat available for rent located at lekki Schem 2 rent 2.3m,Lekki Schem 2 Ajah,Newly-Built,Unfurnished,Block of Flats,2 bedrooms,3 bathrooms,Lekki Schem 2,"1000
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-yyXFYbgoiLgelg984gAbUxHa.html?page=24&pos=9&cur_pos=9&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=496,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Orchid, Lekki
Rent - N6,000,000million/annum
Service Charge - Yet to be decided
Caution - N500,000
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] Serviced
- [x] Room ensuite
- [x] Water Treatment
- [x] Visitors toilet
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",ORCHID,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-cxD9gles5Ek6aQf5OV5nNJ8f.html?page=24&pos=12&cur_pos=12&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=499,"4BEDROOM TERRACE DUPLEX FOR RENT
Location: Ikate, Lekki, Lagos
Amenities 
Modern fittings
All rooms en-suite 
Parking Lot 
Fitted Kitchen 
 Secured Estate
Price : 5m Naira Per Annum 
Agency - 10% 
Legal - 10%
Caution - 10%
Service Charge: 726k annually",Illasan,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"300
     
      sqm",,726000,,500000,500000,500000,1500000,,,,,,,,,
5bdrm Townhouse / Terrace in Ologolo for rent, 5000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/5bdrm-townhouse-terrace-in-ologolo-for-rent-oIxoSGcZc6NQSugN9l1TrjJC.html?page=24&pos=16&cur_pos=16&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=503,A newly built 5bedroom terrace with BQ in a well serene estate with 24hrs power supply road fully tarred at Ologolo SPG Road to let 5m,SPG road,Newly-Built,Unfurnished,Townhouse / Terrace,5 bedrooms,6 bathrooms,,"150
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London Estate, Lekki for Rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-estate-lekki-for-rent-8kddnoREq6Fp4VsJ3JJz6sh5.html?page=24&pos=18&cur_pos=18&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=505,"Four bedroom semi detached house available for rent !!
Location Osapa lekki phase 2 
Breakdown 
Rent - 5.5 M 
Agency- 10 p 
Legal - 10 p 
Caution- 10 p",Osapa London Estate,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Osapa London Estate,"600
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
4bdrm Duplex in Lekki for Rent, 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-hEf9R5PtoMyi2IUgKn3djuk3.html?page=25&pos=1&cur_pos=1&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=508,"4 bedroom duplex for rent at Lekki phase 1,
exquisitely finished and ready for you to pay and pack in.
Call or WhatsApp today to inspect.",Lekki phase 1,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,"200
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Osapa london for rent, 8000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-for-rent-xgZwSNPKkRnTVH768eDQasC1.html?page=25&pos=4&cur_pos=4&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=511,"Beautifully built 5 Bedroom Duplex available for rent
Rent: 8M 
Service charge: -
Refundable caution fee: -
Agency fee: 10%
Legal & Agreement fee: 10%
TOTAL: 9,600,000
Features: stable power supply, well treated water, security, parking space, good road network",Osapa London Estate,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,7 bathrooms,,"800
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 12000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-u3PS7LUKGmxFZ74AuSDHISbJ.html?page=25&pos=8&cur_pos=8&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=515,"Luxury 4 bedroom semi detached Duplex Located in Lekki phase 1.
Rent : 12m
Service charge: 2m
Legal: 10%
Caution 10%
Agency: 10%
Features:
Good road network 
Fully fitted kitchen 
Automated doors
24/hour electricity 
24/7 security 
Walk in shower
Water heaters 
Treated water
Swimming pool
Gym
Playground 
Ample parking space",Lekki phase 1,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Duplex in Lekki Phase One for rent, 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-duplex-in-lekki-phase-one-for-rent-kOCHOQ8mjxQZgJmNOQb8UlrS.html?page=25&pos=11&cur_pos=11&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=518,"Three (3) bedroom terrace duplex on two (2) floors with a room bq inside a court
location location lekki phase1 right side
rent: n5,500,000
service charge: n900,000
caution fee: n200,000
legal: 10% = n550,000
agency: 10% = n550,000
nb: power arrangement: 13hours compulsory power supply 7pm to 8am weekdays; 15 hours compulsory power supply 7pm to 8am and 2pm to 4pm on weekends. payment is prepaid through estate meter cards currently at the rate of n165/kwh... you can kindly install an inverter as well",Lekki,Fairly Used,Unfurnished,Duplex,3 bedrooms,4 bathrooms,Lekki phase one,"800
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Maisonette in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-maisonette-in-lekki-for-rent-2RrORW4sx0gZvBHZzrBm6buR.html?page=25&pos=14&cur_pos=14&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=521,"FOR RENT! 
Lovely 3 Bedroom Maisonette
Location- Ikate, Lagos 

Service Charge - yet to be decided
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
- [x] BQ",Ikate,Newly-Built,Semi-Furnished,Maisonette,3 bedrooms,4 bathrooms,,"500
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-zT65WZFlCzFVb1gqIH5C22sV.html?page=25&pos=17&cur_pos=17&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=524,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- Orchid, Lekki

Property Features:
- [x] Fully Serviced
- [x] 24hrs Security
- [x] 24hr Electricity 
- [x] Jacuzzi
- [x] Swimming Pool 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries",ORCHID,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,"500
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
