name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished
3bdrm Apartment in Banana Island for rent, 16000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/3bdrm-apartment-in-banana-island-for-rent-pKfHmGEj25XezmFfwnlse8Pr.html?page=17&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=369,"to let
tastefully finished 3 bedroom apartment with bq,swimming pool, gym and elevator 
location: banana island 
rent:16m
service charge: 4m
caution:500k
*nb:strictly for an expatriate*
babajide",Banana Island,Banana Island,500sqm,Fairly Used,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-lekki-for-rent-XTSYCYRBxW4vzGzfJoRlW8j.html?page=17&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=371,"*TO LET*
4 Bedroom semi detached duplex with a room Bq and security post
LOCATION - Osapa London Lekki Lagos
Rent 5m
Caution 400k
Agency 500k
Legal 500k
Total package = 6.4m
#emauch#","Osapa London, Lekki",Osapa London,350sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"2bdrm House in Visions Street, Amuwo-Odofin for rent", 1400000,Amuwo-Odofin,https://jiji.ng/amuwo-odofin/houses-apartments-for-rent/2bdrm-house-in-visions-street-amuwo-odofin-for-rent-u58Pht8PfhdhfBol04gUp24c.html?page=17&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=375,A clean decent 2 bedroom in a screne environment,6th Avenue extension  Festac Town,Visions Street,900sqm,Newly-Built,Semi-Furnished,House,2 bedrooms,2 bathrooms,,,10,10,10,30,Detached,,,,,,
4bdrm Townhouse / Terrace in Ikota for Rent, 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikota-for-rent-u5pnVMPSBLaiPzKX4YrkvLYE.html?page=17&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=376,"TO LET
4 Bedroom Terrace Duplex For Rent.
— 
DETAILS > 
Ikota Lagos 
4M
Agency-10%
Caution 10%
Legal 10%
Service charge-50k monthly
Total=5,250k.
FEATURE DETAILS > 
* Brand New
* All Rooms Ensuite
* Fitted Kitchen
* Dstv
* Shower
* 24 Hours Security
* 24 Hours Electricity","Ikota Lekki, Lagos",,1000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,50000,50k monthly,400000,400000,400000,,Semi-Detached,,,,,,
"4bdrm Duplex in Banana Island, Ikoyi for Rent", 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-ikoyi-for-rent-flKTCE4k9t0eTO48PIJ8Iugh.html?page=17&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=379,"Standard 4bedroom semi detached duplex on a serene environment 
Rent:25M
Agency:10%
Legal:10%",banana island,banana island,800sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Parkview Estate, Ago Palace for rent", 3500000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/furnished-4bdrm-duplex-in-parkview-estate-ago-palace-for-rent-l6fAIFOaKCylhR2uQNGAMFDZ.html?page=17&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=382,"4 bedroom duplex in a nice Serene environment
Nice Serene environment
 Chat me or call me on WhatsApp on081XXXXXXXX",Hakeem dosumu street off ago palace way,Parkview estate,695sqm,Fairly Used,Furnished,Duplex,4 bedrooms,4 bathrooms,,,350000,350000,100000,800000,,,,,,,
4bdrm Duplex in Ikota for rent, 5000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-nn88kG9eASwfIVdGwWFkMqRz.html?page=17&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=385,"Beautifully built and Spacious 4 bedroom fully detached duplex with BQ, fitted kitchen, en-suite bedrooms etc
Location: IKOTA, LEKKI
Rent: 5M
Agency:10%
Legal:10%
Caution :300K
Total package: 6.3M
Features:
-Fitted kitchen
Tarred Rd
-24hrs Security
-All rooms En-suite
- Pop Ceiling
- Interlocked floor
-Water heater
-Walk-in shower
-Bathtub
-Wardrobes
Etc",Ikota Lekki,,250sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,500000,500000,300000,,,,,,,,
"5bdrm Townhouse / Terrace in Chevron, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-townhouse-terrace-in-chevron-lekki-for-rent-AR58lJE9jPxXW3i2JjTccwF1.html?page=17&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=388,"*chevron 
*description*:
- 
luxury serviced 5 bedroom townhouse penthouse plus bq for rent*.
 *features*:
- 
 bedroom 5
 bathroom 5
 toilet 6
 bq
 tarred road
 well finished
 serene environs
 serviced apartment
 24/7 power and security 
 *location*:
- 
chevron traffic 
 *breakdown*:
- 
*rent: n6,000,000*
 n5,000,000(2yrs)
agency: 10%
legal: 10%
*caution: n500,000*
#jolto#","Chevron, Lekki",Chevron,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,5 bedrooms,6 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Mojisola Onikoyi, Banana Island for rent", 26000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-mojisola-onikoyi-banana-island-for-rent-CoJrKbQ9fwv49flEBCWjxcUA.html?page=18&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=391,"*AVAILABLE FOR RENT IN IKOYI.*
Brandnew 5bed detached duplex with a study room, fitted with AC’s, two rooms BQ. It is on two floors and in a gated estate with access control in Mojisola Onikoyi.

It can also be used for office purpose
Chris",Banana Island Rd,Mojisola Onikoyi,600sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Victoria Island for rent, 15000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/4bdrm-duplex-in-victoria-island-for-rent-BXgHdvDJcW4RfvQdH35xmZTT.html?page=18&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=394,"TO LET
4BEDROOM Semi Detached Duplex with 2Shops 
NOTE:
Both for residential and Commercial use 
Location: Oniru
Rent - 15M
Agency fee: 10%
Legal fee: 10%
Refundable Caution fee: 10%",oniru,,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
Furnished 4bdrm Townhouse / Terrace in Jakande for rent, 8000000,"Lekki, Jakande",https://jiji.ng/jakande/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-jakande-for-rent-d72tNUJNS6wqU3RPIwqE1ER0.html?page=18&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=398,"Fully furnished & well equipped 4 bedroom, semi-detached (all en-suite) terrace duplex off Platinum way. Jakande, Lekki. Fully serviced - power, water, WiFi & security. 
Rent - 8M per annum (slightly negotiable). Please call or text me on081XXXXXXXX","Off Platinum way, Jakande, Lekki",,300sqm,Fairly Used,Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Phase 1, Lekki for Rent", 9000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-phase-1-lekki-for-rent-55TV6wNYwtnXheD4VeF9rb9A.html?page=18&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=401,"to let
newly built 4 bedroom detached duplex with a room bq
features:
newly built
spacious compound
rooftop
all rooms ensuite
fitted kitchen
pop ceiling
serene environment
24/7 security
rent: 9 million naira
location: lekki phase 1
(james ayobo)",Lekki,Phase 1,645sqm,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,Pets Allowed,,,,,
4bdrm Duplex in Lekki for rent, 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-8bt5Zh2KrT5BpHKJQX9GNoqA.html?page=18&pos=15&cur_pos=15&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=404,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Ikate, Lekki
Rent 
Service Charge - monthly 
Caution - 
Agency - 
Legal - 
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 18hrs Electricity 
- [x] Swimming Pool
- [x] BQ
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #4bedroom",Ikate,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-wkfuP8KDITAYLLQQWKDpCb6L.html?page=18&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=407,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Ikota, Lekki
Rent - N7million
Caution -
Agency - 10% 
Legal - 10%
Property Features:
- [x] Room ensuite 
- [x] Large Living Room
- [x] Large Master's Room
- [x] BQ
- [x] Bathtub
- [x] Walk-in Shower
- [x] Heat Extractor 
- [x] Wated Heater
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Ikota,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Ikate for rent, 7500000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-for-rent-g4KhHhMc6o2S9B0rBpm3NYNQ.html?page=18&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=410,"4BEDROOM TERRACE DUPLEX FOR RENT.
RENT: 7.5M
Other Charges:
Agency:10%
Legal:10%
Caution: 10:
 Total package: 11,250,000
 Amenities: 
- [ ] 4BEDROOM 
- [ ]6Hours electricity(Inverter)
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Water heater
- [ ] Heat extractor.
- [ ]Jacuzzi
- [ ]Inverter
- [ ] Serviced",Ikate,,450sqm,Fairly Used,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,1500000,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-mQnmnSoyQP8BA0c6QtJ5KVPL.html?page=19&pos=1&cur_pos=1&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=413,"4 Bedroom Semi-detached duplex inside Lekky County Homes for Rent.

Agency - 10%
Legal - 10%
Caution deposit - 10%","Ikota, Lekki.",,550sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
Furnished 3bdrm Duplex in Ikoyi for rent, 30000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/furnished-3bdrm-duplex-in-ikoyi-for-rent-s9fnHSKrE6eZCpfKm0ZPPzx.html?page=19&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=415,"Luxuriously furnished 3 bedroom terrace with bq & an office 
location: milverton road, off bourdillon, ikoyi. 
rent: 30m/annum
service charge: 2.3m
power deposit: 1m
agency: 5%
legal: 10%
features; 
luxurious furnishing
fitted dinning area
laundry room
personal office 
family lounge
guest toilet
upper living area
spacious rooms
serene environment
well ventilated
walk-in closet.
balcony view
clean water
kitchen features;
fully fitted kitchen
microwave/oven
heat extractor 
kitchen pantry
double door refrigerator 
kitchen utensils","Off Bourdlion, Ikoyi.",,2000sqm,Newly-Built,Furnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikoyi Boudilon for rent, 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-boudilon-for-rent-stfZqpsZ0ToSUR8mQTQBMLCm.html?page=19&pos=7&cur_pos=7&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=419,"5bedroom duplex newly built detached apartment with swimming pool and boys quarter, quite and secured environment",Ikoyi burdilon,Ikoyi boudilon,710sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-fpQYRJhH3GFIdzaRvBBSAXLv.html?page=19&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=422,"This is 
 4 bedroom duplex with 3 palour and bq 
 Rent 5.5m
Agency 10% 
Agreement 10%
Caution 500k
S/c 1m
Salem Ikate",Ikate,Ikate,400sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,1000000,"Security,lamwa,cleaning,wastage disposal,drainage of sockaway,mentaince",550000,550000,500000,1600000,,,,,,,
4bdrm Townhouse / Terrace in Lekki Phase 1 for rent, 11000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-phase-1-for-rent-7QocDbUniyCEiJCzIiznR8U5.html?page=19&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=425,"4 Bedroom Townhouse
Location - Lekki Phase 1 , Lagos
Rent -per annum
Service charge -
Caution Deposit -
Agency - 10%
Legal - 10%
Features:
- All Rooms Ensuite
- Gym
- Swimming Pool
- 24/7 Electricity
- Fitted Kitchen
- Fully Serviced
- CCTV
-Elevator
- Pop Ceiling
- Water Heater
- Walk- in shower
- Water Treatment
- Spacious Compound
- 24 Hours security
- Tennis court
Elizbert",Lekki phase 1,Lekki Phase 1,2000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,2000000,,1100000,1100000,1100000,3300000,Semi-Detached,,,,,,
"3bdrm Block of Flats in Bashorun Estate, Sangotedo for rent", 1500000,"Ajah, Sangotedo",https://jiji.ng/sangotedo/houses-apartments-for-rent/3bdrm-block-of-flats-in-bashorun-estate-sangotedo-for-rent-CoZHT0CWk4i5xa6Si1un3DcR.html?page=19&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=428,"#ToLet
A newly built 3bed flat apartments with all facilities in place is available to let.
Rent;#1.5m
Total package;#2.020m
Location; Bashorun Estate, Majek Sangotedo Ajah Lagos
DM",Majek Sangotedo Ajah Lagos,Bashorun Estate,600sqm,Newly-Built,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikota Estate, Lekki for rent", 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-estate-lekki-for-rent-zrTo9v9FhqUIWtBU4Zj2qmcH.html?page=19&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=431,"To let !! || 4bed fully detached ||  ikota lekki || funished 4 bedroom detached duplex
for rent! 
location:  ikota, lekki lagos
rent: 12m per annum
other charges:
- agency 10%
- legal 10%
- caution 1.2m
- total package : 15.6m
features
- all rooms ensuite
- 24 hours security
- fully fitted kitchen
- cinema
- inverter
- car port
- refrigerator
- washing machine
- pop ceiling
- walk in shower
- swimming pool
- jacuzzi
- water heater
- stamp concrete floor
- self serviced",Ikota Lekki,Ikota Estate,2000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,1200000,1200000,1200000,3600000,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 12000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-6x02EqmSrBN1Ud6z4ZfEytiC.html?page=19&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=434,"Luxury 4 bedroom Terrace Duplex Located in Lekki phase 1.
Rent : 10m
Service charge: 2m
Legal: 10%
Caution 10%
Agency: 10%
Features:
Good road network 
Fully fitted kitchen 
Automated doors
24/hour electricity 
24/7 security 
Walk in shower
Water heaters 
Treated water
Swimming pool
Gym
Playground 
Ample parking space",Lekki phase 1,,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
2bdrm Apartment in Ikoyi for rent, 8000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/2bdrm-apartment-in-ikoyi-for-rent-oC2XLK96DQRiBu2uFwGdszau.html?page=20&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=437,"*for lease*
two 2bedroom flat for rent in ikoyi.
rent: 8m
sc: 2.8m( common area)
agency: 10%
legal: 10%
caution: ??
tenant contribute for diesel
jb",Ikoyi,Ikoyi,500sqm,Fairly Used,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Old Ikoyi for rent, 14000000,"Ikoyi, Old Ikoyi",https://jiji.ng/old-ikoyi/houses-apartments-for-rent/3bdrm-apartment-in-old-ikoyi-for-rent-wKhtoAzyW1QJlEin0suP6XST.html?page=20&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=440,"Nestled on the 13th floor, this 3 bedroom apartment with a Maid's room is available for a 2 year lease 
The building features a Gym, a lounge, an Olympic sized swimming pool, a tennis court and a squash court.
This particular was formerly used as an office. The apartment features a Spacious Living Area, a guest toilet, a Gourmet Kitchen, Luxurious Bathrooms and two Scenic Balconies.
Costs:

Agency Fee: 10%
Legal Fee: 10%

Kindly call Kenny for more information and to schedule an inspection.","Gerrard Road, Old Ikoyi, Lagos",,400sqm,Fairly Used,Unfurnished,Apartment,3 bedrooms,3 bathrooms,3500000,"Security, water treatment, common area cleaning, servicing of the generator, pool, gym, tennis and squash courts etc.",3000000,3000000,500000,6500000,,,,,,,
"Furnished 3bdrm Apartment in Hosanah Estate, Ago Palace for rent", 2800000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/furnished-3bdrm-apartment-in-hosanah-estate-ago-palace-for-rent-oHzJrGuYNExxRZLBTnzLFCvE.html?page=20&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=444,"A brand new standard 3bed room,all room ensuite with water heater and visitors toilet, double balconies,pop, dinning space, wardrobes,floor tiles,prepaid metre, clean water,20 hours power supply in a serene environment and well secured estate,Ago Palace way, logos.",Ago Palace Way,Hosanah Estate,600sqm,Newly-Built,Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-ns1mFvG46IhmjiZ8pnU6mWCI.html?page=20&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=447,"4 bedroom semi detached duplex for rent
features;
All rooms ensuite 
POP ceilings 
Large living area 
Fitted kitchen 
Heat extractor 
Water heater
Kitchen store 
Large master's bedroom
Walk in shower
Bathtub
BQ
Walk in closet",orchid lekki,,300sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Lekki for rent, 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-lekki-for-rent-1zF1JIBCnzYWfTdUM5FCfXj7.html?page=20&pos=15&cur_pos=15&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=450,"FOR RENT! 
Lovely 3 Bedroom Apartment
Location- Ikoyi, Lagos 
Service Charge - Undecided
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
‐ [x] Swimming Pool
- [x] Balcony
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries 
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #3bedroomforrent #apartmentforrent #househunting #housesearch",Ikoyi,,500sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Osapa London, Lekki for rent", 10500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-lekki-for-rent-3vmHTtV2MdX2PWSPL24t5ciI.html?page=20&pos=17&cur_pos=17&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=452,"To let !! 
well finished 5 bedroom fully detached duplex with
swimming pool •
location: osapa london lekki  || 
rent : 10.5m per annum 
other charges 
legal - 10%
agency - 10%
caution - 700k
service charge -
total package: 13.3m",Osapa London,Osapa London,1000sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,,1000000,700000,,,,,,,,
3bdrm Maisonette in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-maisonette-in-lekki-for-rent-2RrORW4sx0gZvBHZzrBm6buR.html?page=20&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=456,"FOR RENT! 
Lovely 3 Bedroom Maisonette
Location- Ikate, Lagos 

Service Charge - yet to be decided
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
- [x] BQ",Ikate,,500sqm,Newly-Built,Semi-Furnished,Maisonette,3 bedrooms,4 bathrooms,,,,,,,Semi-Detached,,,,,,
