name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Pets
3bdrm Duplex in Ajah for rent, 4000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/3bdrm-duplex-in-ajah-for-rent-aoEWwI6Wfiaf1Ps7fP0LLxGG.html?page=18&pos=3&cur_pos=3&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=391,"Brand newly built luxury serviced 3bedrooms terrace duplex with pool & gym for rent
 location: lekki palm city estate addo road ajah lagos.
 rent-4m per annum
service charges: 700k
power is pay as you go (24hrs light )
legal -10%
agency-10%
 caution-10%
 features:*
- swimming pool
- serviced apartment
- all rooms ensuite
- fitted kitchen
- 24 hours light 
- 24 hours security
- dinning section
- family lounge
- good road
- serene environment
- prime location
- good neighborhood
- clean water
- good drainage system","Ajah, Lekki.",,"550
     
      sqm",Newly-Built,Unfurnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
3 Bedroom Luxury Apartments With Bq At Ikoyi, 8000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3-bedroom-luxury-apartments-with-bq-at-ikoyi-hOHY938A2lOV5bLpB13DY9cR.html?page=18&pos=6&cur_pos=6&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=394,"3 bedroom luxury apartments with bq stylish and tastefully finished offering an exquisite, spacious and bright interior combining beautiful period features with stunning contemporary located at ikoyi off glover road,lkoyi, lagos
fully tile, granite and marble flooring
fitted modern separate kitchen with integrated units
store
3 bathrooms
all rooms en-suites
visitor toilet
interlocking paving blocks
inbuilt wardrobe
drive way for about 20 cars
pop finishing
security house
1 room bq
gym
swimming pool
gym house,
lawn tennis court
gas cooker
a/c in all the rooms and kitchen, 2 in sitting room.",,,"200
     
      sqm",,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,No,3,Yes,No,,
1bdrm Apartment in 1 Bedroom Apartment for rent, 2500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/1bdrm-apartment-in-1-bedroom-apartment-for-rent-zENrEbhIDxN5ZLCTiBrEVyfb.html?page=18&pos=8&cur_pos=8&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=396,"Discover serene living in the heart of Lekki! This 1 bedroom ensuite apartment located at 15 Dapo Solanke Close offers a peaceful retreat in a lovely and quiet neighborhood.
Features:
1 Bedroom Ensuite
Tranquil environment
Convenient location
Rent:
Service Charge: 
Don't miss out on this opportunity! For inquiries and viewing arrangements, call
Contact Details:
 Call
Experience comfort and convenience in Lekki – call now!",15 dapo solanke close lekki phase 1,1 bedroom Apartment For Rent in Lekki Phase 1,"30
     
      sqm",Renovated,Semi-Furnished,Apartment,1 bedroom,1 bathroom,400000,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-7SrA7d9oGr9jx9an2eTN4rs0.html?page=18&pos=12&cur_pos=12&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=400,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex
Location- Victoria Island, Lagos 
Rent -N10million per annum
Service Charge -N1,500,000 (Diesel Inclusive)
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 24hrs Electricity
‐ [x] Swimming Pool
- [x] Tennis Court
- [x] Basketball Court
- [x] Bq
- [x] Balcony
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Victoria Island,,"500
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ologolo Estate, Lekki for rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-estate-lekki-for-rent-37VBfrlNssTBChNvGgM1i2F8.html?page=18&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=403,"Newly built 4Bedrooms Fully Detached Duplex with Bq at Ologolo is available for Rent. 
Annual rent 7million 
agency 700k
Legal 700k
Caution 700k",Ologolo Estate,Ologolo Estate,"1000
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Ikate-Elegushi, Lekki for Rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-elegushi-lekki-for-rent-8xbWAHhlxe8Iykzls4zAn3Hd.html?page=18&pos=18&cur_pos=18&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=406,"To let in chisco, ikate, lekki, lagos.
 *spacious 4 bedroom terrace duplex on 3floors with a bq + 20kva generator* 
rent #5.5m
self serviced 
agency is 10%
legal is 5%
caution fee is 5%","Ikate-Elegushi, Lekki",Ikate-Elegushi,"450
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-1nJD2n7M2QZbaRqoJFsFB8eK.html?page=18&pos=22&cur_pos=22&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=410,"Luxurious 4 bedroom semi detached duplex with one room bq within a beautiful estate off admiralty way, lekki phase 1.
High class Neighbours and Neighbourhood
Swimming Pool
Gym
Clean water
24 hours security
Large play area for children and adult
Large back space for gardening",Lekki phase 1,,,,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Apartment in Oniru Estate, Victoria Island Extension for rent", 15000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/4bdrm-apartment-in-oniru-estate-victoria-island-extension-for-rent-2HmddJFfE8xzcinTd1eaAWww.html?page=19&pos=2&cur_pos=2&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=413,"to let
newly renovated twelve (12) units of four (4) bedroom terraces comes with fitted kitchen and fitted ac’s with swimming pool, gym and basketball court.
location oniru victoria island
rent: n15,000,000 per unit subject to negotiation 
service charge: self
caution: 
legal: 10%
agency: 10%
nb: corporate tenants needed to take all units and property is subject to serious negotiations depending on the tenants",Oniru,Oniru Estate,"1000
     
      sqm",Fairly Used,Semi-Furnished,Apartment,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Block of Flats in Omole Phase 1 for rent, 4000000,"Ikeja, Omole Phase 1",https://jiji.ng/omole-phase-1/houses-apartments-for-rent/3bdrm-block-of-flats-in-omole-phase-1-for-rent-ftm5BPxHncizzXTeSp1RTPDA.html?page=19&pos=5&cur_pos=5&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=416,3 bedroom flat well equiped in the most secured environment,LSDPC,Omole phase 1,"350
     
      sqm",Newly-Built,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikota, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-gmv5BPguRcRrO2dm6IEAb6fh.html?page=19&pos=7&cur_pos=7&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=418,4 bedroom duplex at Ikota 4.5M A/A/C 10%,Ikota,Ikota,"600
     
      sqm",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,450000,450000,500000,1400000,,,,,,,
"2bdrm Apartment in Nil, Surulere for rent", 1700000,Surulere,https://jiji.ng/surulere/houses-apartments-for-rent/2bdrm-apartment-in-nil-surulere-for-rent-14xeOwmjQ3mBJGjnq9FrLiZ8.html?page=19&pos=9&cur_pos=9&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=420,Brand new 2 Bedroom available in surulere. Very accessible to the island with water & light.,Lawanson axis,Nil,"275
     
      sqm",Newly-Built,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Osapa London, Lekki for Rent", 7500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-osapa-london-lekki-for-rent-C4zguoPi2phD47YdP1cLSNah.html?page=19&pos=12&cur_pos=12&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=423,"Fully furnished 4 bedroom duplex at Osapa London, Lekki for rent 
Rent
Agency 
Legal-
Caution -","Osapa London, Lekki",Osapa London,"450
     
      sqm",Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Expressway for rent, 4500000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/4bdrm-duplex-in-lekki-expressway-for-rent-3g8tVYnl31KLc21UAvYI21Fj.html?page=19&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=426,Newly built serviced 4 bedroom apartment available for rent in orchid lekki.,orchid,,"2000
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,600000,12 month,10,10,10,30,,,,,,,
"5bdrm Duplex in Ikota Villa, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikota-villa-lekki-for-rent-kMGhEY4lQPcT2Gh2ZjNnq3Wu.html?page=19&pos=18&cur_pos=18&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=429,"Luxury 5bed + bq duplex in ikota villa estate lekki for rent.
Features :
fitted kitchen 
all rooms en suite 
bq
spacious living room
 18mi12",ikota Lekki,Ikota Villa,,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Chevron, Lekki for rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-chevron-lekki-for-rent-1sWuB15feJe6gMjssaSNtsBD.html?page=19&pos=20&cur_pos=20&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=431,"FURNISHED 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT! 
Location: Chevron, Lagos
Rent: 7m, per annum 
Other charges:
- Agency: 10%
- Legal: 10%
- Caution: 600k
- Service Charge: 70k monthly (Pay as you go) 
- Total Package : 9,070,000
Features
- All Rooms Ensuite
- 24 Hours Security 
- 24 Hours Electricity 
- Fitted Kitchen 
- BQ
- Pop Ceiling 
- Walk In shower 
- AC
- Water Heater 
- Bathtub
- Interlocked Floor 
- Inbuilt Speakers 
- Serviced","Chevron, Lekki",Chevron,"400
     
      sqm",Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikota, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-8QBAw0hFpcRsZiOf8dj34szj.html?page=19&pos=23&cur_pos=23&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=434,"Xhisom 4 BEDROOM TERRACE DUPLEX FOR RENT! 
Location: Ikota, Lagos 
Rent: 5m per annum
Other charges:
- ﻿﻿Agency 10%
- ﻿﻿Legal. 10%
- ﻿﻿Caution 250k
- 
Service Charge : 700k p/a
Total Package : 6,950,000
Features
- ﻿﻿24 Hours Security
- ﻿﻿All Rooms Ensuite
- ﻿﻿Fitted Kitchen
- ﻿﻿Pop Ceiling
- ﻿﻿Water Heater
- ﻿﻿Walk-in-Shower
- ﻿﻿Stamp Concrete Floor
- Self Serviced","Ikota, lekki",Ikota,"400
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
6bdrm Duplex in Lekki Phase 1 for rent, 20000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/6bdrm-duplex-in-lekki-phase-1-for-rent-5Z9iyPtdof8OcsQBz6MXBbL9.html?page=20&pos=3&cur_pos=3&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=437,"*S/Direct Brief* 
FOR LEASE:
Description: 6 Bedroom semi detached duplex with 2 room BQ, security gate house with a garage.
Location: Lekki Phase 1
Rent : ₦20m 
Agency fee 10% 
Legal fee 5%
Caution 10%
JB",Lekki phase 1,Lekki phase 1,"500
     
      sqm",Fairly Used,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 13000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-nhb7BLUUU90E1e1IjHH4xt3Z.html?page=20&pos=6&cur_pos=6&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=440,"1Newly Built 3 Bedroom Apartment For Rent 
IKOYI, LAGOS
 13M per annum 
Other Charges 
Service charge NGN 3M 
Agency 10%
Legal 5%
Caution 10%
Diesel pay as you go
_Features_
- [ ] All rooms ensuite
- ⁠[ ] Spacious living 
- ⁠[ ] Water treatment 
- ⁠[ ] Dining area
- ⁠[ ] Swimming pool
- ⁠[ ] Gym
- ⁠[ ] Fully Serviced
- ⁠[ ] Bq
- ⁠[ ] Elevator",Ikoyi,Ikoyi,"580
     
      sqm",Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Banana Island for rent, 30000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-banana-island-for-rent-8wsolfpxF6PplegKxV2nUfyK.html?page=20&pos=10&cur_pos=10&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=444,"5 bedrooms semi detached apartment in Banana Island Estate, Ikoyi.
It's available for rent @₦30m per annum.
It has the following features; 
Elevator, Fitted Kitchen, Parking space, Two rooms BQ, Dstv, PABX, Air conditionals, Roof Top Garden etc.
Serviced.",Banana Island estate,,"800
     
      sqm",Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Ikota for Rent, 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikota-for-rent-u5pnVMPSBLaiPzKX4YrkvLYE.html?page=20&pos=13&cur_pos=13&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=447,"TO LET
4 Bedroom Terrace Duplex For Rent.
— 
DETAILS > 
Ikota Lagos 
4M
Agency-10%
Caution 10%
Legal 10%
Service charge-50k monthly
Total=5,250k.
FEATURE DETAILS > 
* Brand New
* All Rooms Ensuite
* Fitted Kitchen
* Dstv
* Shower
* 24 Hours Security
* 24 Hours Electricity","Ikota Lekki, Lagos",,"1000
     
      sqm",Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,50000,50k monthly,400000,400000,400000,,Semi-Detached,,,,,,
"2bdrm House in Durbar Estate, Amuwo-Odofin for rent", 1500000,Amuwo-Odofin,https://jiji.ng/amuwo-odofin/houses-apartments-for-rent/2bdrm-house-in-durbar-estate-amuwo-odofin-for-rent-d4vkdaGlTLKy9D9jUYUDCDk9.html?page=20&pos=16&cur_pos=16&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=450,This property is in a secured and serene environment . Where you'll have to get a clearance code before accessing the estate .,Durbar Road,Durbar Estate,"900
     
      sqm",Renovated,Semi-Furnished,House,2 bedrooms,2 bathrooms,150000,Security and cleaning,10,10,10,30,Detached,,,,,,
"4bdrm Duplex in Admiralty Way, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-admiralty-way-lekki-for-rent-zTfDy3kBuNI6RJRYy20mu1Mt.html?page=20&pos=19&cur_pos=19&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=453,"Spacious 4 bedroom duplex with bq terress detached in a compound in lekki phase 1 with good facilities
well secured
good electricity
easy access
good road network
interlocked road 
nice environment
clean water supply",lekki phase 1,admiralty way,"3000
     
      sqm",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,70000,"security,lawma, cleaning,water treatment 70k monthly",600000,600000,600000,,,,,,,,Pets Allowed
Luxury 5 Bedroom Semidetached Duplex Around Chevron for Rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/luxury-5-bedroom-semidetached-duplex-around-chevron-for-rent-n0Hi2P6be9X9TNdvoo6jJoNg.html?page=20&pos=22&cur_pos=22&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=456,"Luxury 5 Bedroom semiditached duplex for rent around chevron Lekki.
its exceptional properties include.
- classic Living room
- Luminated step
- beautiful bedrooms

14mi12",Chevron,,,,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"1bdrm Apartment in Lekki Palm City, Ajah for rent", 800000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/1bdrm-apartment-in-lekki-palm-city-ajah-for-rent-pmgb0jsSwfx65O87k3LDLpIw.html?page=21&pos=2&cur_pos=2&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=459,"Self contain in ajah, lekki palm city estate Ajah 800k per annum",Ajah,Lekki palm city estate,"200
     
      sqm",Newly-Built,Semi-Furnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,
"6bdrm Duplex in Olori Mojishola Off, Old Ikoyi for rent", 25000000,"Ikoyi, Old Ikoyi",https://jiji.ng/old-ikoyi/houses-apartments-for-rent/6bdrm-duplex-in-olori-mojishola-off-old-ikoyi-for-rent-uW7dokWYxkhRKKNRFBKIuIMj.html?page=21&pos=5&cur_pos=5&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=462,6 bedroom duplex new house all room ensult with swimming pool GYM chinema @ olori mojishola off banana road price 25million,Olori mojishola off banana road,Olori mojishola off banana road,"700
     
      sqm",Newly-Built,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,5,5,500,510,,,,,,,
"3bdrm Apartment in Divine Estate Amuwo, Apple Junction for rent", 3000000,"Amuwo-Odofin, Apple Junction",https://jiji.ng/apple-junction/houses-apartments-for-rent/3bdrm-apartment-in-divine-estate-amuwo-apple-junction-for-rent-fStxVWr81ImrE7EikIQjL3gD.html?page=21&pos=9&cur_pos=9&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=466,"Highly standard 3 bedroom flat with visitors toilet... 
Upstairs... 
At Divine Estate Amuwo... 
Going for 3m.",Divine Estate Amuwo,Divine Estate Amuwo,"900
     
      sqm",Renovated,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in by Chevron Second, Lekki for Rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-by-chevron-second-lekki-for-rent-uzXckgd9yB6avuF6YHTNiE3f.html?page=21&pos=11&cur_pos=11&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=468,"4Bedrooms Semi-Detached Duplex with BQ for Rent
.
 
.
Location: 2nd Toll Lekki
.
 Features:
 Oven
Microwave 
CCTV
Washing Machine
Brand new 
Video Bell
Clean water 
Secured estate 
Good Compound space
Fully Fitted Kitchen
Serenity 
Water Heaters
Pop Ceiling
Jacuzzi
ANNUAL RENT 5.5M
Agency 10%
Legal 10%
Refundable caution 10%
Service charge 40k monthly",By chevron second toll gate,By chevron second toll gate,"1000
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 6000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-n9k4xBuCUz6D9zTMyZq3ScJn.html?page=21&pos=14&cur_pos=14&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=471,"Luxurious 4BED Detached Duplex for Rent 
Location: Ikota, Lekki, Lagos.
Amenities 
All rooms en-suite 
Parking Lot 
Fitted Kitchen 
 Secured Estate
24hrs Security
Great Neighbor
Self Serviced 
Price: 7million Naira per Annum
Caution: 10%
Agency fee: 10%
Legal fee: 10%
Total package: 9.1 Million Naira",Ikota,,"300
     
      sqm",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-vcotrGRxKEqcgbPEBInN1rxh.html?page=21&pos=17&cur_pos=17&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=474,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex & 3 Bedroom Penthouse 
Location- Lekki Phase One, Lagos
Rent
4 Bedroom Terrace Duplex -N12million per annum
3 Bedroom Penthouse -N15m per annum 
Service Charge -N1,500,000
Diesel Deposit -N1,500,000
Caution -N1,000,000
Agency - 10% 
Legal - 10%
Property Features: 
  Room ensuite 
  Visitors toilet 
 Fitted Kitchen
  Very Secured Estate 
  24hrs Security 
  Elevator 
  Gym
  Ample Parking Space 
  Wardrobe 
  Kitchen cabinet
 For more information and enquiries070XXXXXXXX",Lekki Phase One,,"500
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,Semi-Detached,,,,,,
"4bdrm Duplex in Chevron Second Toll, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-second-toll-lekki-for-rent-Bzn7a4HauiHqbhfXJVR4fkDm.html?page=21&pos=20&cur_pos=20&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=477,"Newly refurbished 4Bedrooms semi detached duplex with BQ at chevron second toll gate is available for rent. 
Annual rent 4.5m
agency 450k
Legal 450k
Caution 300k
self service",chevron second toll gate,chevron second toll gate,"1000
     
      sqm",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ologolo, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-lekki-for-rent-jNHv23glmtXv8IJTlxcogTuV.html?page=21&pos=23&cur_pos=23&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=480,4 bedroom semi detach duplex for rent in an estate in Ologolo lekki,"Ologolo, Lekki",Ologolo,"350
     
      sqm",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"2bdrm Apartment in Atlantic View Estate, Lekki for rent", 2800000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-atlantic-view-estate-lekki-for-rent-nOL6VKJbq6EkxMu2kKPLf837.html?page=22&pos=3&cur_pos=3&ads_per_page=23&ads_count=15807&lid=Xg7o-UQzyIZWjCuu&indexPosition=483,"Brand new 2 bedroom apartment in new road, lekki","New road, Igbo efon",Atlantic view estate,"200
     
      sqm",Newly-Built,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
